img,ndwi,ndvi,color1,color2,color3,var1,var2,var3,mean,std,skweness,kurtosis,gradient,energy,correlation,homo,area,perimeter,compactness,eccentricity
21028996,8453.348301221562,14176.138580587698,90.84910583496094,125.72586059570312,104.30204772949219,2668.0640382064494,2847.96198748439,2947.7402033299086,5.960464477539063e-08,1.883347028623159e-06,50.668361030956696,3427.4840019903468,-0.08377838134765625,0.007083436693560286,0.5205470394004411,0.03236432255509777,65527,317.19090885901,7.352571551930856,105.95764189980092
20160146,-5058.923048588884,-2713.714232463706,104.41557312011719,95.52175903320312,107.68208312988281,3615.579542029025,3275.126906921467,3643.4587280636824,5.960464477539063e-08,2.3256674354295814e-06,668.8605189737658,874608.5976538128,-0.24039459228515625,0.01138057526102343,0.7481117080736773,0.10674251784591479,65515,3984.1059146347707,675.363007693784,156.50082759914005
20159905,-5058.257479949137,-2705.1329924369934,104.40736389160156,95.52702331542969,107.68135070800781,3616.6322266609327,3276.355776083813,3644.4918006448875,5.960464477539063e-08,2.3075880683106418e-06,650.0943734478112,832581.0716991904,-0.00666046142578125,0.012437385981434452,0.8083262813949511,0.11673820665534593,65515,3947.0642840744276,686.5469325543108,156.9106579320626
20159564,-5047.197695777709,-2713.4844078830242,104.41499328613281,95.52528381347656,107.67025756835938,3615.9644840619058,3274.1976029144716,3644.4671671497617,5.960464477539063e-08,2.3070948692693927e-06,645.0223701810736,823679.3227193775,0.24047088623046875,0.011351009912693331,0.7481002855563429,0.10674035368881056,65515,3932.6856044179876,670.1804951588574,156.3009243340386
24647587,-509.50682326204725,406.82002580333125,123.63069152832031,125.24459838867188,127.217041015625,3522.037027391926,3699.5110639613563,3785.331952035427,5.960464477539063e-08,2.3465248445742225e-06,113.46106165166259,23403.126557089243,0.08211517333984375,0.008330854951526622,0.8599502417686612,0.06585977977117756,65477,1056.832611206852,31.012575370268852,115.14368094138868
24647755,-514.6038931809576,408.52417464381773,123.62371826171875,125.24737548828125,127.22380065917969,3523.466078065892,3699.7131583919677,3785.581886533036,5.960464477539063e-08,2.3405616807850077e-06,112.94578899553392,23149.829371484007,-0.078887939453125,0.007829512186814547,0.7973419354120163,0.060805000144024464,65478,1105.7087655463508,32.43124187519244,114.79099863508151
22896745,-4324.375010453416,6444.05996690481,104.37368774414062,116.83613586425781,128.16677856445312,3729.503240775199,3881.1572458320006,4111.434709330912,5.960464477539063e-08,2.024070586403771e-06,51.535432757477025,3464.282803200964,-0.09070587158203125,0.006885207571111382,0.7173585938524083,0.037743730521758306,65466,413.16756826189703,9.699193162793202,92.53132270114035
23511119,5220.812073174927,11068.86898832069,108.06515502929688,131.33245849609375,119.35359191894531,4401.7749296329675,3980.765539460309,4109.916949679245,5.960464477539063e-08,1.9089486723658e-06,76.20581745683523,9549.97800363043,0.0303192138671875,0.00664831961000841,0.638742323851793,0.033865817506310056,65522,309.4629867976521,6.09928150529992,108.4107406547141
23664174,-3314.667866733449,2907.305026403864,113.18595886230469,119.24331665039062,128.65736389160156,3748.257365716128,3705.0784618074276,3949.805589393779,5.960464477539063e-08,2.3433763846161303e-06,117.84268559084501,55262.661297907274,-0.01520538330078125,0.008222750416818659,0.7525490628229522,0.06759103395651152,65438,1684.3738084913061,130.95459564053397,109.5941821641641
23664490,-3315.980675596324,2903.952899752485,113.19268798828125,119.23439025878906,128.6643829345703,3748.861827634907,3705.241249560845,3950.532029759266,5.960464477539063e-08,2.345649381517401e-06,118.08378673561191,54563.87781934805,0.26790618896484375,0.009105271545067167,0.8599556216774527,0.08744683149074665,65446,1595.574818618083,115.3632380503699,110.80578000010945
23664934,-3334.140119958955,2893.8555792286284,113.19181823730469,119.23643493652344,128.66998291015625,3747.1265511028114,3705.654410407407,3948.3328306606304,5.960464477539063e-08,2.336959851422453e-06,114.14480200043738,51488.468349453135,0.01511383056640625,0.008224319853669325,0.7525371246764063,0.06762822727455713,65435,1694.137264458597,131.5970789168181,110.37648449363118
20494004,7774.712998530596,24237.44878814123,76.805908203125,128.06089782714844,107.84687805175781,3072.930162847042,3524.7071221407277,3364.6465823530875,5.960464477539063e-08,1.4111427187011583e-06,39.216999261729114,2489.8475738948546,-0.03546142578125,0.006208826981121112,0.14516706525430922,0.017886027819087585,65536,102.32590180780451,1.3860945020576925,92.73251085145648
22895248,-4294.932597163088,6471.023578302276,104.35963439941406,116.844970703125,128.14915466308594,3729.790600231094,3881.052046239376,4112.601547440131,5.960464477539063e-08,2.020872989702228e-06,51.22590230270024,3352.111703231503,-0.07265472412109375,0.006994358476472652,0.7417380414927375,0.039819544583495035,65468,374.54015126392744,11.041530468739257,92.10313276831684
