img,ndwi,ndvi,color1,color2,color3,var1,var2,var3,mean,std,skweness,kurtosis,gradient,energy,correlation,homo,area,perimeter,compactness,eccentricity
21276143,3942.537279,15771.98302,88.65534973,121.6658478,114.3269806,3906.05509,3556.916953,4034.32242,5.96E-08,1.30E-06,50.80151773,6262.443947,0.011306763,0.006994157,0.592002354,0.038662645,65524,494.0792565,10.49951957,108.0784857
21157667,8115.874773,22841.49645,80.67501831,130.2890472,111.8763123,3558.50367,4044.378686,3991.793844,5.96E-08,2.10E-06,1113.71847,2708650.106,-0.247314453,0.008036164,0.439895135,0.030455109,65529,439.5340546,136.3813975,103.774057
20306790,14071.2966,23266.78956,81.92987061,128.4801636,99.44699097,3494.329249,3708.479556,3710.64752,5.96E-08,2.65E-06,357.0624138,238080.0989,0.008079529,0.006040048,0.093367123,0.015871826,65535,65.9766594,0.599659421,101.0879972
25139765,1200.259983,-361.9889293,129.7032471,128.7666473,125.1324768,4306.293987,4216.566015,4031.046323,5.96E-08,3.12E-06,112.532203,17616.95761,-0.400405884,0.009373849,0.904859757,0.096608925,65401,2403.902812,140.0460642,109.5566147
20838670,7735.033321,15673.8162,88.52642822,123.7700958,105.6763458,2543.039005,2801.702591,2747.137817,5.96E-08,2.27E-06,119.2582888,21344.29205,-0.072402954,0.007652785,0.430717361,0.035156592,65530,413.138131,8.885894542,146.4861041
21664272,-1552.029112,-2421.614693,110.7737274,106.9718628,112.8249664,3250.35528,3673.00223,4179.833636,5.96E-08,1.85E-06,64.13133335,7456.643689,-0.055503845,0.011528059,0.948587464,0.129451593,65511,3512.213562,254.1169719,117.489383
24495434,-1662.944302,2643.25419,119.1147461,125.5235291,129.1323853,4111.910082,4337.921474,4391.550925,5.96E-08,3.50E-06,126.624461,21771.48942,-0.073753357,0.007333864,0.821646852,0.046335069,65346,593.8488091,15.29014301,93.68842861
20902189,8912.187271,-1568.857426,117.794281,110.4317627,90.71604919,3058.220711,2550.231397,2380.125747,5.96E-08,1.67E-06,58.5712415,5630.851435,0.047714233,0.007957021,0.618699754,0.041047906,65520,512.3635278,13.71282159,140.6945637
24163805,-366.5671031,-1502.438302,123.2218018,121.5151215,123.9734802,4103.56555,4285.064621,4474.618987,5.96E-08,2.16E-06,67.18065478,6637.810978,0.197631836,0.006978606,0.778635364,0.042045892,65403,585.2985566,17.21419072,99.94989531
23635280,-1880.588033,1109.947504,117.5241852,119.1394806,123.9820862,3710.250086,3695.13681,3753.404159,5.96E-08,1.85E-06,48.343162,3179.351368,-0.128097534,0.007846278,0.823310112,0.059149252,65512,913.0092347,32.06640997,107.1226396
20035618,10180.41144,4478.315692,106.2841034,111.1666412,88.26852417,3245.162068,2185.959581,2005.639961,5.96E-08,1.94E-06,114.0128255,23854.777,0.034255981,0.008598159,0.705629072,0.045984964,65533,642.4823228,15.18494123,121.7644414
20549493,10205.00337,19652.84359,81.86192322,128.0973969,103.601059,2690.453942,3417.923604,3018.447917,5.96E-08,1.75E-06,151.1868956,56450.61264,-0.002571106,0.006738385,0.406301109,0.028000465,65533,263.3563851,5.171341095,127.1697551
22596439,4858.399958,14642.43746,97.32563782,128.9131622,118.5554962,4094.137261,3874.045209,4227.482852,5.96E-08,1.97E-06,162.0759761,42736.6981,-0.171920776,0.006539673,0.578363374,0.032279617,65515,347.7117241,7.033560079,103.4581634
23450124,-2765.946708,1213.251821,112.2720642,118.2936249,127.2548065,3162.389329,3806.733929,4298.834656,5.96E-08,1.74E-06,44.3677029,2639.108196,-0.022003174,0.009481599,0.943905443,0.087704027,65510,1732.2794,76.51957885,107.9343382
23474184,5436.733892,11453.64146,107.5451508,131.3710175,119.2714539,4450.785406,4007.473018,4137.638746,5.96E-08,1.95E-06,92.37466452,15768.6704,-0.128456116,0.006522606,0.613248626,0.031853733,65510,355.3330445,8.125568694,105.8667049
24790375,976.5931998,-204.9350624,127.3037872,126.7205048,124.2468109,3928.528426,3886.461021,3805.421216,5.96E-08,4.13E-06,134.1911612,23218.33812,-0.144195557,0.009985043,0.935856654,0.108446441,65420,2711.472401,163.9962315,107.9522647
22885713,-4189.134379,6433.958714,104.2063599,116.8378296,128.1640778,3730.404254,3894.87165,4167.236552,5.96E-08,1.93E-06,53.25778971,4538.847401,-0.091041565,0.006906238,0.717571245,0.038006322,65438,448.2447327,14.56815958,91.79957431
23665848,-3206.75922,2896.520025,113.1925964,119.2267303,128.6928558,3754.139878,3705.502808,3992.641884,5.96E-08,2.32E-06,128.7645516,68241.50247,-0.015937805,0.008317493,0.752295929,0.0685371,65427,1820.528137,237.3148984,108.3547202
20286098,8459.658431,25651.04762,73.6491394,128.0820923,107.8100586,3052.97852,3776.912267,3524.76864,5.96E-08,1.44E-06,84.32141379,22687.70932,-0.037528992,0.006097891,0.148214812,0.01706851,65532,69.01219331,0.621618133,97.55930817
23690863,-2142.085713,603.8454949,117.7591705,118.6938324,125.0408783,3742.892212,3503.007809,3767.070366,5.96E-08,1.76E-06,54.65155464,4641.117639,-0.27431488,0.010798253,0.949756602,0.115187369,65486,2531.465258,148.436561,125.3470819
22047253,2971.192852,18135.16711,88.30488586,127.3065491,120.802948,3589.650285,3708.548301,3887.085469,5.96E-08,1.39E-06,40.20875345,2908.327775,-0.045516968,0.006359758,0.479424982,0.026148252,65490,246.900541,11.65803243,102.5985345
23242417,-3415.605384,-1911.411838,118.3874664,113.6690674,122.5946045,3791.660432,3646.616894,3887.669914,5.96E-08,2.03E-06,68.96283066,7389.403653,-0.174812317,0.010953708,0.948054078,0.124401477,65504,2712.140403,208.4518018,104.8603453
20518283,3930.451816,27424.88041,69.34532166,126.4044495,117.3343811,2895.475068,3604.161738,3638.677404,5.96E-08,1.37E-06,42.61736387,3336.192272,-0.0572052,0.006283551,0.313720167,0.021276472,65536,148.4386002,2.564094108,106.4853715
23424969,1252.997233,-6105.801052,129.5153503,114.8571777,113.0641327,3324.569131,3434.165301,3526.236503,5.96E-08,2.14E-06,63.74484061,5618.737594,-0.173400879,0.006836366,0.65937457,0.03327179,65535,322.7056275,7.594353889,106.3956631
22254999,4617.749386,15987.3997,95.12734985,127.0129089,117.4440765,4588.401812,3928.114457,4176.764268,5.96E-08,1.31E-06,59.77068352,11878.89385,0.043678284,0.006204214,0.42708032,0.028265749,65505,348.3685784,20.29630774,107.514754
23347711,-4010.761302,-2397.141993,118.7298737,113.5737305,123.9541931,3892.245467,3778.154842,4154.240761,5.96E-08,1.70E-06,46.16451743,3043.767642,0.371116638,0.010867009,0.960506904,0.119704782,65480,2557.222618,201.893488,106.9676301
20838874,-5279.92549,-576.2778435,101.6014709,100.1605988,116.213913,3250.977069,3260.624644,4212.618136,5.96E-08,2.13E-06,88.47796766,15475.87668,0.083778381,0.011429811,0.944084356,0.124087195,65492,2987.271391,218.4700197,115.142563
20263881,12525.61096,22736.26553,79.81054688,128.1824646,101.2092743,3220.164577,3727.707979,3704.003156,5.96E-08,1.76E-06,248.5552395,135617.681,0.20337677,0.006203987,0.340317354,0.021373087,65531,121.2964646,1.45489197,106.1806415
23566425,5597.365612,10150.53405,108.9289551,131.712616,118.953537,3955.488025,3364.140769,3547.161217,5.96E-08,1.47E-06,56.78004666,9288.185008,-0.055686951,0.006457742,0.466441117,0.026237052,65529,347.5046174,50.21227252,104.3579727
25045052,-795.7848332,275.1418291,125.9190063,126.8540497,129.3841095,3787.059297,3872.947372,3994.295224,5.96E-08,3.63E-06,105.6024071,14009.23563,0.144729614,0.006606574,0.65467547,0.03136792,65288,270.4213562,3.921162842,102.1243322
22494089,7105.744547,4800.341572,113.4121399,122.1383362,107.6820831,4346.224031,3739.899961,3715.961536,5.96E-08,1.50E-06,88.24004072,24391.33834,0.036697388,0.006477226,0.50743647,0.030497158,65512,371.0609665,18.85401571,99.92636281
22961731,185.2738376,-6722.192243,124.3443604,111.8098297,114.2140198,3945.489357,4440.007643,4828.317996,5.96E-08,1.70E-06,45.18340911,3238.29497,0.343009949,0.007943798,0.881168254,0.05744342,65522,630.3635278,18.6776251,106.4700422
21633221,5446.396111,16201.74106,93.27960205,123.464798,113.352356,4968.395364,3854.621167,4286.995688,5.96E-08,1.29E-06,73.12266857,18192.96163,-0.014854431,0.006459667,0.558501333,0.031219076,65510,413.9249276,41.10244009,97.90092873
24355624,-172.37205,1906.047323,120.8048859,125.0166931,125.8157501,3767.48758,3721.620083,3803.720279,5.96E-08,2.16E-06,68.82831231,6828.191239,-0.032356262,0.007541122,0.805733929,0.050740136,65441,637.3696244,16.2493899,99.03187525
19120899,8290.672827,18666.13185,78.4546814,115.963913,97.34317017,3110.99111,3632.233515,3181.243013,5.96E-08,1.55E-06,113.585992,33101.61324,-0.060340881,0.006818768,0.27894391,0.028334062,65533,299.6700936,21.9433042,133.3683773
24297788,46.97876933,-1080.196462,124.075119,122.5500336,124.1296692,3902.443683,4077.697204,4271.948579,5.96E-08,2.15E-06,109.1872878,18277.90124,0.011375427,0.007775316,0.815991645,0.060047687,65497,798.8731957,20.53080414,115.3517567
23125903,2145.379416,19524.23488,91.2210083,130.9336853,130.7185822,3867.273116,3697.233975,4537.014691,5.96E-08,1.81E-06,130.4392246,29344.95741,-0.098884583,0.007264874,0.515018943,0.038785114,65525,731.7016229,32.6721622,157.4093311
23671437,-1234.483799,1039.439389,116.7505341,120.1537933,124.2931366,3756.747291,3974.001998,4168.891595,5.96E-08,1.98E-06,73.44398212,10694.96568,0.226799011,0.007622922,0.798279649,0.05853391,65414,1022.832611,31.29577416,117.2241126
23837586,1468.587477,6551.114202,112.2195129,126.6960297,124.8171539,3365.859468,3316.786615,3454.565246,5.96E-08,2.50E-06,116.9417905,21129.14771,0.002616882,0.006934552,0.574806306,0.032383703,65516,336.7117241,6.759654615,119.7664275
24403095,861.4581987,13824.99907,105.207962,133.6942902,133.4594269,4664.397624,4383.229952,4607.081179,5.96E-08,1.71E-06,220.3849612,131562.8942,0.077774048,0.007514907,0.537233598,0.037142953,65505,1109.441738,386.404714,104.0509317
24691897,-949.3987594,2438.694355,121.4343109,126.5419922,128.7921448,3826.5237,3920.34925,3905.989297,5.96E-08,4.03E-06,153.1702416,31931.05685,0.095458984,0.007007364,0.744820716,0.042067474,65407,430.6883835,9.704691604,93.01416855
21682587,-1152.799789,20060.32881,80.87646484,124.0631409,125.9104156,3157.694273,4193.807933,3958.949784,5.96E-08,1.35E-06,34.62030414,2051.430519,-0.17137146,0.006239967,0.468771989,0.024226495,65510,130.8172798,2.486247068,99.87047259
21709736,3833.320972,11942.44967,97.02612305,121.2926331,112.9455261,4205.11858,3609.884611,3654.035088,5.96E-08,1.52E-06,106.2755899,26833.05123,-0.13394165,0.007018172,0.665041794,0.039847083,65493,571.1858582,16.719093,118.3948472
19816225,10664.04771,7702.6492,99.81889343,113.2791443,89.27355957,2992.931602,2280.78008,2293.013697,5.96E-08,1.52E-06,55.08977467,6519.506422,-0.021598816,0.007518029,0.387871613,0.030279988,65533,281.2853173,9.647680209,127.7969372
23964198,-1811.028161,2402.210666,117.0064697,122.1435699,126.5146027,3876.313679,4043.200716,4125.189148,5.96E-08,2.42E-06,68.34496382,6237.814278,0.010276794,0.006876784,0.753321793,0.036386696,65474,396.3391411,7.107216248,89.77014988
24850989,-2662.531417,-1255.865535,125.9958191,123.4662933,129.7338867,4202.88606,4127.179864,4218.01918,5.96E-08,3.48E-06,97.09520609,11853.72615,-0.655731201,0.00834113,0.875295227,0.074366223,65388,1348.076298,59.21581961,98.8036406
